Creature Name,Creature ID
Poison Wyvern (Gauntlet),Wyvern_Character_BP_Poison_Gauntlet_C
Deathworm (Gauntlet),Deathworm_Character_BP_Gauntlet_C
Attack Drone (Gauntlet),EndDrone_Character_BP_Gauntlet_C
Defense Unit (Gauntlet),EndTank_Character_BP_Gauntlet_C
Bulbdog (Gauntlet),LanternPug_Character_BP_Gauntlet_C
Seeker (Gauntlet),Pteroteuthis_Char_BP_Gauntlet_C
Rock Drake (Gauntlet),RockDrake_Character_BP_Gauntlet_C
Lightning Wyvern (Gauntlet),Wyvern_Character_BP_Lightning_Gauntlet_C
Arthropluera (Gauntlet),Arthro_Character_BP_Gauntlet_C
Onyc (Gauntlet),Bat_Character_BP_Gauntlet_C
Carnotaurus (Gauntlet),Carno_Character_BP_Gauntlet_C
Ravager (Gauntlet),CaveWolf_Character_BP_Gauntlet_C
Magmasaur (Gauntlet),Cherufe_Character_BP_Gauntlet_C
Kentrosaurus (Gauntlet),Kentro_Character_BP_Gauntlet_C
Megalania (Gauntlet),Megalania_Character_BP_Gauntlet_C
Megalosaurus (Gauntlet),Megalosaurus_Character_BP_Gauntlet_C
Phoenix (Gauntlet),Phoenix_Character_BP_Gauntlet_C
Purlovia (Gauntlet),Purlovia_Character_BP_Gauntlet_C
Pulmonoscorpius (Gauntlet),Scorpion_Character_BP_Gauntlet_C
Thorny Dragon (Gauntlet),SpineyLizard_Character_BP_Gauntlet_C
X-Allosaurus (Gauntlet),Volcano_Allo_Character_BP_Gauntlet_C
X-Ankylosaurus (Gauntlet),Volcano_Ankylo_Character_BP_Gauntlet_C
X-Rock Elemental (Gauntlet),Volcano_Golem_Character_BP_Gauntlet_C
X-Rex (Gauntlet),Volcano_Rex_Character_BP_Gauntlet_C
X-Triceratops (Gauntlet),Volcano_Trike_Character_BP_Gauntlet_C
Fire Wyvern (Gauntlet),Wyvern_Character_BP_Fire_Gauntlet_C
Carnotaurus (Hunt) (Minion),Carno_Character_BP_HuntFollower_C
Direwolf (Hunt),Direwolf_Character_BP_Hunt_C
Mammoth (Hunt),Mammoth_Character_BP_HuntFollower_C
X-Sabertooth (Hunt),Snow_Saber_Character_BP_Hunt_C
X-Yutyrannus (Hunt),Snow_Yutyrannus_Character_BP_HuntFollower_C
Baryonyx (Hunt),Baryonyx_Character_BP_Hunt_C
X-Raptor (Hunt),Bog_Raptor_Character_BP_Hunt_Secondary_C
Dimetrodon (Hunt),Dimetro_Character_BP_Hunt_C
Sarco (Hunt),Sarco_Character_BP_Hunt_Secondary_C
Electrophorus (Hunt),Eel_Character_BP_Hunt_C
Liopleurodon (Hunt),Liopleurodon_Character_BP_Hunt_C
Basilisk (Hunt),Basilisk_Character_BP_Hunt_C
Carnotaurus (Hunt),Carno_Character_BP_Hunt_C
Raptor (Hunt),Raptor_Character_BP_Hunt_Volcanic_C
Pulmonoscorpius (Hunt),Scorpion_Character_BP_Hunt_C
Bloodstalker (Race),BogSpider_Character_BP_Race_C
Doedicurus (Race),Doed_Character_BP_Race_C
Gallimimus (Race),Galli_Character_BP_Race_C
Kaprosuchus (Race),Kapro_Character_BP_Race_C
Manta (Race),Manta_Character_BP_Race_C
Ichthyosaurus (Race),RaceDolphin_Character_BP_C
X-Sabertooth (Race),RaceSnow_Saber_Character_BP_C
X-Woolly Rhino (Race),Snow_Rhino_Character_BP_Race_C
Carnotaurus (Retrieve),Carno_Character_BP_Retrieve_C
Daeodon (Retrieve),Daeodon_Character_BP_Retrieve_C
Polar Bear (Retrieve),Direbear_Character_Polar_Retrieve_C
Direwolf (Retrieve),Direwolf_Character_BP_Retrieve_C
Rock Elemental (Retrieve),IceGolem_Character_BP_Retrieve_C
Microraptor (Retrieve),Microraptor_Character_BP_Retrieve_C
Polar Purlovia (Retrieve),Purlovia_Character_BP_Polar_Retrieve_C
X-Argentavis (Retrieve),Snow_Argent_Character_BP_Retrieve_C
X-Sabertooth (Retrieve),Snow_Saber_Character_BP_Retrieve_C
X-Yutyrannus (Retrieve),Snow_Yutyrannus_Character_BP_Retrieve_C
Titanoboa (Retrieve),BoaFrill_Character_BP_Retrieve_C
X-Raptor (Retrieve),Bog_Raptor_Character_BP_Retrieve_C
X-Spino (Retrieve),Bog_Spino_Character_BP_Retrieve_C
Dilophosaur (Retrieve),Dilo_Character_BP_Retrieve_C
Kaprosuchus (Retrieve),Kaprosuchus_Character_BP_Retrieve_C
Sarco (Retrieve),Sarco_Character_BP_Retrieve_C
Araneo (Retrieve),SpiderS_Character_BP_Retrieve_C
Seeker (Retrieve),Pteroteuthis_Char_BP_Retrieve_C
Cnidaria (Retrieve),Cnidaria_Character_BP_Retrieve_C
Electrophorus (Retrieve),Eel_Character_BP_Retrieve_C
Leedsichthys (Retrieve),Leedsichthys_Character_BP_Retrieve_C
Liopleurodon (Retrieve),Liopleurodon_Character_BP_Retrieve_C
Manta (Retrieve),Manta_Character_BP_Retrieve_C
X-Megalodon (Retrieve),Ocean_Megalodon_Character_BP_RetrieveNonTarget_C
X-Mosasaurus (Retrieve),Ocean_Mosa_Character_BP_Retrieve_C
Plesiosaur (Retrieve),Plesiosaur_Character_BP_Retrieve_C
Tusoteuthis (Retrieve),Tusoteuthis_Character_BP_Retrieve_C
Argentavis (Retrieve),Argent_Character_BP_Retrieve_C
Arthropluera (Retrieve),Arthro_Character_BP_Retrieve_C
Basilisk (Retrieve),Basilisk_Character_BP_Retrieve_C
Onyc (Retrieve),Bat_Character_BP_Retrieve_C
Magmasaur (Retrieve),Cherufe_Character_BP_Retrieve_C
Dimorphodon (Retrieve),Dimorph_Character_BP_Aggressive_Retrieve_C
Kentrosaurus (Retrieve),Kentro_Character_BP_Retrieve_C
Purlovia (Retrieve),Purlovia_Character_BP_Retrieve_C
Raptor (Retrieve),Raptor_Character_BP_Retrieve_C
Pulmonoscorpius (Retrieve),Scorpion_Character_BP_Retrieve_C
Thorny Dragon (Retrieve),SpineyLizard_Character_BP_Retrieve_C
X-Allosaurus (Retrieve),Volcano_Allo_Character_BP_Retrieve_C
X-Rex (Retrieve),Volcano_Rex_Character_BP_Retrieve_C
X-Triceratops (Retrieve),Volcano_Trike_Character_BP_Retrieve_C
Dodo (Sport),Dodo_Character_BP_Basketball_C
Bulbdog (Sport),LanternPug_Character_BP_Basketball_C
Corrupted Survivor (Variant),CorruptHuman_Character_BP_BASE_C
Gigantopithecus (Hunt),Bigfoot_Character_BP_Hunt_C
Dilophosaur (Hunt),Dilo_Character_BP_Hunt_C
Polar Bear (Hunt),Direbear_Character_Hunt_C
R-Direwolf (Hunt),Direwolf_Character_BP_Eden_Hunt_Enemy_C
Bulbdog (Hunt),LanternPug_Character_BP_Hunt_C
Shadowmane (Hunt),LionfishLion_Character_BP_Hunt_C
Shadowmane (Hunt Alpha),LionfishLion_Character_BP_Hunt_Alpha_C
Megalosaurus (Hunt),Megalosaurus_Character_BP_Hunt_Enemy_C
Maewing (Hunt),MilkGlider_Character_BP_TorporHunt_C
Paraceratherium (Hunt),Paracer_Character_BP_TorporHunt_C
X-Raptor,Raptor_Character_BP_Hunt_Enemy_C
Rex (Hunt),Rex_Character_BP_Hunt_Enemy_C
R-Velonasaur (Hunt),Spindles_Character_BP_Rockwell_Hunt_C
R-Velonasaur (Hunt Alpha),Spindles_Character_BP_Rockwell_Hunt_Alpha_C
Thorny Dragon (Hunt),SpineyLizard_Character_BP_Hunt_C
R-Thylacoleo (Hunt),Thylacoleo_Character_BP_Eden_Hunt_Enemy_C
Rockwell Prime,RockwellNode_Character_BP_Boss_C
Rockwell Node (Final Fight),RockwellNode_Character_BP_FinalFight_C
Summoner (Final Fight),Summoner_Character_BP_FinalFight_C
Malfunctioned Attack Drone (Malfunctioned),EndDrone_Character_BP_Malfunctioned_LifeSupport_C
Malfunctioned Defense Unit (Malfunctioned),EndTank_Character_BP_LifeSupport_C
Pteranodon (Malfunctioned),Ptero_Character_BP_LifeSupport_C
R-Allosaurus (Mashup),Allo_Character_BP_ExpG_Pod_C
Argentavis (Mashup),Argent_Character_BP_ExpG_Pod_C
Arthropluera (Mashup),Arthro_Character_BP_ExpG_C
Gigantopithecus (Mashup),Bigfoot_Character_BP_ExpG_Pod_C
Chalicotherium (Mashup),Chalico_Character_BP_ExpG_Pod_C
Defense Unit (Mashup),EndTank_Character_BP_ExpG_C
Kaprosuchus (Mashup),Kaprosuchus_Character_BP_ExpG_Pod_C
R-Megatherium (Mashup),Megatherium_Character_BP_ExpG_Pod_C
Pachyrhinosaurus (Mashup),Pachyrhino_Character_BP_ExpG_Pod_C
R-Parasaur (Mashup),Para_Character_BP_ExpG_Pod_C
Paraceratherium (Mashup),Paracer_Character_BP_ExpG_Pod_C
Raptor (Mashup),Raptor_Character_BP_ExpG_Pod_C
Rex (Mashup),Rex_Character_BP_ExpG_Pod_C
Spino (Mashup),Spino_Character_BP_ExpG_Pod_C
Tapejara (Mashup),Tapejara_Character_BP_ExpG_Pod_C
Terror Bird (Mashup),TerrorBird_Character_BP_ExpG_Pod_C
Therizinosaur (Mashup),Therizino_Character_BP_ExpG_Pod_C
Yutyrannus (Mashup),Yutyrannus_Character_BP_ExpG_Pod_C
Summoner (Corrupted Maze Minion),Summoner_Character_BP_CorruptedMazeMinion_C
Corrupted Survivor (Whale Rescue),CorruptHuman_WithTekRifle_Character_BP_WhaleRescue_C
Attack Drone (Whale Rescue),EndDrone_Character_BP_WhaleRescue_C
Attack Drone (Whale Rescue No Follow),EndDrone_Character_BP_WhaleRescue_NoFollow_C
Attack Drone (Whale Rescue Passive Spline Formation),EndDrone_Character_BP_WhaleRescue_PassiveSplineFormation_C
Attack Drone (Whale Rescue Slow Aggressive),EndDrone_Character_BP_WhaleRescue_SlowAggressive_C
Astrodelphis (Whale Rescue),SpaceDolphin_Character_BP_WhaleRescue_C
Astrodelphis (Whale Rescue Bot),SpaceDolphin_Character_BP_WhaleRescue_Bot_C
Astrocetus (Whale Rescue),SpaceWhale_Character_BP_WhaleRescue_C
Corrupted Master Controller (Whale Rescue Alpha),VRMainBoss_Character_WhaleRescue_Alpha_C
Corrupted Master Controller (Whale Rescue Beta),VRMainBoss_Character_WhaleRescue_Beta_C
Corrupted Master Controller (Whale Rescue Gamma),VRMainBoss_Character_WhaleRescue_Gamma_C
Enforcer (Race),Enforcer_Character_BP_Race_C
Maewing (Race),MilkGlider_Character_BP_Race_C
Astrodelphis (Race),SpaceDolphin_Character_BP_Race_C
Scout (Camera),RemoteCamera_Character_BP_C
Dire Bear,Direbear_LL_Character_BP_C
Coelacanth (Ice Fishing Mission),Coel_Character_BP_IceFishMission_C
Piranha (Ice Fishing Mission),Piranha_Character_BP_IceFishMission_C
Sabertooth Salmon (Ice Fishing Mission),Salmon_Character_BP_IceFishMission_C
